"Iteration","Drag Coefficient Monitor: Drag Coefficient Monitor"
1125.0,-0.009779495213537472
1126.0,-0.009863035934809432
1127.0,-0.009946899389328537
1128.0,-0.010029291410121592
1129.0,-0.010109269835554241
1130.0,-0.010182334530304982
1131.0,-0.010254784268253447
1132.0,-0.010316576695850324
1134.0,-0.010418534836404564
1135.0,-0.010456468976188509
1136.0,-0.010488114174547744
1137.0,-0.010502829427380936
1138.0,-0.010514962810634243
1139.0,-0.010514750295412732
1140.0,-0.01050696827442391
1141.0,-0.010490154174482558
1143.0,-0.01042182759335194
1144.0,-0.010379874164183782
1145.0,-0.010331657158120754
1146.0,-0.010270822995888013
1147.0,-0.010206137118172738
1148.0,-0.010134730707862059
1149.0,-0.01006160316732748
1150.0,-0.009979989932081903
1152.0,-0.00981008429547079
1153.0,-0.009724149481567218
1154.0,-0.009634213791848478
1155.0,-0.009543702893242398
1156.0,-0.009452358456508854
1157.0,-0.009361678844931609
1158.0,-0.00927100879796515
1160.0,-0.00910102655682831
1161.0,-0.009018069412158377
1162.0,-0.008935184639073375
1163.0,-0.008854362746081578
1164.0,-0.008777104043776452
1165.0,-0.00870615539064459
1166.0,-0.008636566470892193
1167.0,-0.008562890127283718
1169.0,-0.008434628515255458
1170.0,-0.008373904813138544
1171.0,-0.008325763622327453
1172.0,-0.008268766648864239
1173.0,-0.008219011154346931
1174.0,-0.008178071832145252
1175.0,-0.00814252330307999
1176.0,-0.008115310115990943
1178.0,-0.00806247512689505
1179.0,-0.008050275607018565
1180.0,-0.00804090255171058
1181.0,-0.008038480263996447
1182.0,-0.008037603608078406
1183.0,-0.008043163754544868
1184.0,-0.008054538781318323
1185.0,-0.008068012608836748
1187.0,-0.008106935730246276
1188.0,-0.008138206488032053
1189.0,-0.00816585176351702
1190.0,-0.008193587035221491
1191.0,-0.008230395018771966
1192.0,-0.00826929928488283
1193.0,-0.008313049544227156
1194.0,-0.008351912402525809
1196.0,-0.008442328770363602
1197.0,-0.008494474381458339
1198.0,-0.008541834875952968
1199.0,-0.008592065743481238
1200.0,-0.00864519756282188
1201.0,-0.00870149833538355
1202.0,-0.008754174038960793
1203.0,-0.008803152823601331
1205.0,-0.008908839799591225
1206.0,-0.008965000916443356
1207.0,-0.009010991231813481
1208.0,-0.00905608131098052
1209.0,-0.009101197731107055
1210.0,-0.009143088621732987
1211.0,-0.00918677812640541
1212.0,-0.00922028432077781
1214.0,-0.009271515375684292
1215.0,-0.009291044093768273
1216.0,-0.009306546193919006
1217.0,-0.009320077256811025
1218.0,-0.009322700338621565
1219.0,-0.009322356994443138
1220.0,-0.00931245439490299
1221.0,-0.009300533802061438
1223.0,-0.009266596712268017
1224.0,-0.009243609112380959
1225.0,-0.009214786726286539
1226.0,-0.009183057684162287
1227.0,-0.009148340559446445
1228.0,-0.009110757726508767
1229.0,-0.00906689632718275
1230.0,-0.00902672748152682
1232.0,-0.008917854001010252
1233.0,-0.008855282260944477
1234.0,-0.00878738310955908
1235.0,-0.008716368399844895
1236.0,-0.00864151439010229
1237.0,-0.008553948658971716
1238.0,-0.008459885376133968
1239.0,-0.00836553214636852
1241.0,-0.008168213684359094
1242.0,-0.008061981435742764
1243.0,-0.007959876064565751
1244.0,-0.00785183899215234
1245.0,-0.0077479838064652504
1246.0,-0.007640838097717758
1247.0,-0.007540809103287173
1248.0,-0.007442647059830448
1250.0,-0.007254981785787915
1251.0,-0.007163218922047842
1252.0,-0.007079678954400504
1253.0,-0.007004365444152872
1254.0,-0.006932690838313883
1255.0,-0.006869521914500326
1256.0,-0.006811610016033379
1257.0,-0.006765710377621288
1259.0,-0.006688514306921843
1260.0,-0.006663151369703087
1261.0,-0.006650766699994133
1262.0,-0.006648829885052991
1263.0,-0.006648083331254598
1264.0,-0.00665641311065938
1265.0,-0.006673344567398242
1267.0,-0.006729995747342742
1268.0,-0.006760715633199184
1269.0,-0.006795766090573743
1270.0,-0.006839706321586784
1271.0,-0.006886920993682016
1272.0,-0.006932304823248763
1273.0,-0.0069769541185759855
1274.0,-0.007028000300497652
1276.0,-0.007134524154289307
1277.0,-0.007186723885929511
1278.0,-0.007234477809187645
1279.0,-0.00728345552816926
1280.0,-0.007333314823615887
1281.0,-0.007380216214554875
1282.0,-0.007430599325357343
1283.0,-0.007471870489137633
1285.0,-0.00754765093367446
1286.0,-0.007580932377267589
1287.0,-0.007613771380611323
1288.0,-0.007641395676970563
1289.0,-0.007666043741492886
1290.0,-0.007687271745058224
1291.0,-0.007702306510693221
1292.0,-0.007715349521457611
1294.0,-0.007737234290632212
1295.0,-0.007747121618222162
1296.0,-0.0077445711625830065
1297.0,-0.007746381504915666
1298.0,-0.007742847582743066
1299.0,-0.007741130670118137
1300.0,-0.007736516784178261
1301.0,-0.007728050200910075
1303.0,-0.007711423588682977
1304.0,-0.007698129770097737
1305.0,-0.00768614629601912
1306.0,-0.007672690373003641
1307.0,-0.007654736760753731
1308.0,-0.007640467702604618
1309.0,-0.007622704638314295
1310.0,-0.0076016237759643215
1312.0,-0.007556481841952468
1313.0,-0.007532032120673283
1314.0,-0.007502828393519701
1315.0,-0.007474511073725788
1316.0,-0.0074420827387410675
1317.0,-0.007407974016159207
1318.0,-0.007368634224388285
1319.0,-0.007331048169577617
1321.0,-0.007245630254262834
1322.0,-0.0072062466440684664
1323.0,-0.007162740033160817
1324.0,-0.00711892890499654
1325.0,-0.007076439152507627
1326.0,-0.007036298104098525
1327.0,-0.007001198309860989
1328.0,-0.006961998164998094
1330.0,-0.006883600271187411
1331.0,-0.006845439420374822
1332.0,-0.006806656187295585
1333.0,-0.006763737887912336
1334.0,-0.006716748215715643
1335.0,-0.006666364868510939
1336.0,-0.006610918559052883
1337.0,-0.006553364517323522
1339.0,-0.0064266748901138995
1340.0,-0.006358410216292469
1341.0,-0.006286695226029177
1342.0,-0.006214995326288683
1343.0,-0.006145921625628575
1344.0,-0.006077208092236522
1345.0,-0.006009485117196298
1346.0,-0.005940693852789112
1348.0,-0.005817755266667302
1349.0,-0.005760968451367268
1350.0,-0.0057043889857176415
1351.0,-0.005650752879039625
1352.0,-0.005605195973917487
1353.0,-0.005561793360466279
1354.0,-0.005523348999220835
1355.0,-0.0054885932628255885
1357.0,-0.0054384600906775635
1358.0,-0.00542174202771191
1359.0,-0.005412994854726774
1360.0,-0.005407893470578697
1361.0,-0.005409661222471999
1362.0,-0.005424384040052601
1363.0,-0.005440749993272426
1365.0,-0.005489144026007748
1366.0,-0.005519200852249457
1367.0,-0.005553497760489626
1368.0,-0.0055883966490574396
1369.0,-0.005625016547594611
1370.0,-0.005660465153799359
1371.0,-0.005695541241048548
1372.0,-0.005730449353489565
1374.0,-0.005790674852924619
1375.0,-0.005817977562205239
1376.0,-0.005843267261659287
1377.0,-0.005866947377095711
1378.0,-0.005884803284820594
1379.0,-0.0059009683666321165
1380.0,-0.005912727773820122
1381.0,-0.005921268936292851
1383.0,-0.005934135228726995
1384.0,-0.00593187778152633
1385.0,-0.005928610653557219
1386.0,-0.005917552554759285
1387.0,-0.005908477701676885
1388.0,-0.0058972599301004205
1389.0,-0.005880926795779236
1390.0,-0.005860885474629819
1392.0,-0.005820135004055804
1393.0,-0.005796423279735585
1394.0,-0.005774406038216561
1395.0,-0.005749296815775443
1396.0,-0.005726716967010651
1397.0,-0.005706077108962393
1398.0,-0.005681899410968597
1399.0,-0.005662708070227966
1401.0,-0.005631049257142769
1402.0,-0.005617217278883166
1403.0,-0.005604840338204745
1404.0,-0.005596078117345521
1405.0,-0.005590177629267194
1406.0,-0.0055867990197064656
1407.0,-0.0055885657020699
1408.0,-0.005589434532767277
1410.0,-0.005594182713183015
1411.0,-0.005600704334130702
1412.0,-0.005607193721509437
1413.0,-0.0056139248493667845
1414.0,-0.005620569778637354
1415.0,-0.005625306445496232
1416.0,-0.005630216631514978
1417.0,-0.0056320577879028855
1419.0,-0.005630487210586798
1420.0,-0.0056251431668988446
1421.0,-0.005621044649870375
1422.0,-0.005612714196994885
1423.0,-0.00560690241214188
1424.0,-0.005598471569133221
1425.0,-0.005589832186615164
1426.0,-0.0055813827631047
1428.0,-0.0055646138517401736
1429.0,-0.005557796208727383
1430.0,-0.005544393775229945
1431.0,-0.005529209319835171
1432.0,-0.005508788388006385
1433.0,-0.005484478342318817
1434.0,-0.005455562886419922
1435.0,-0.005416507590725087
1437.0,-0.0053181240051060185
1438.0,-0.0052571816975029925
1439.0,-0.0051880822513424765
1440.0,-0.005115067657065581
1441.0,-0.005039952145649918
1442.0,-0.004958357242143535
1443.0,-0.004873785845432691
1444.0,-0.0047872832443637894
1446.0,-0.004615270294405419
1447.0,-0.004530345483740597
1448.0,-0.004447689552612491
1449.0,-0.004362693685530046
1450.0,-0.004281023768626307
1451.0,-0.004200448475691732
1452.0,-0.004123981199815897
1453.0,-0.004049063640728769
1455.0,-0.003908907294769563
1456.0,-0.0038446524752689753
1457.0,-0.0037854020263524833
1458.0,-0.0037360244246214275
1459.0,-0.003693031836552729
1460.0,-0.0036552609558291485
1461.0,-0.00362991184194242
1462.0,-0.0036112043537452634
1464.0,-0.0036009727546924813
1465.0,-0.0036079677892623873
1466.0,-0.0036176351733157087
1467.0,-0.0036363614445321228
1468.0,-0.0036590184656229
1469.0,-0.003684646139162821
1470.0,-0.0037132345329584098
1472.0,-0.003771143289613025
1473.0,-0.003801845971188911
1474.0,-0.0038334934271492776
1475.0,-0.003861536928701948
1476.0,-0.0038907911241898626
1477.0,-0.003918868336510721
1478.0,-0.0039438628089895214
1479.0,-0.00397075828185568
1481.0,-0.004014022270841582
1482.0,-0.0040335846013252845
1483.0,-0.004051473424050936
1484.0,-0.004063455365543619
1485.0,-0.004075328666373551
1486.0,-0.0040863633892499005
1487.0,-0.0040953970396089235
1488.0,-0.004099662345714566
1490.0,-0.0041023206704410425
1491.0,-0.004104745066731681
1492.0,-0.004103546625985438
1493.0,-0.004100179576921629
1494.0,-0.004098255669626657
1495.0,-0.004098079017978228
1496.0,-0.00409913038040887
1497.0,-0.004101495996977017
1499.0,-0.004104106231186064
1500.0,-0.004111212253169787
1501.0,-0.004121588359984949
1502.0,-0.004132354557369893
1503.0,-0.004146400735958186
1504.0,-0.004160004369382735
1505.0,-0.004175867772797369
1506.0,-0.004196349770858843
1508.0,-0.004241304581838976
1509.0,-0.004266552195445291
1510.0,-0.00429206604472344
1511.0,-0.00431555170056102
1512.0,-0.00433815887731777
1513.0,-0.004361721295695662
1514.0,-0.004382280784921396
1515.0,-0.004401733056006133
1517.0,-0.0044278748711343244
1518.0,-0.004433201472865657
1519.0,-0.004435935437358013
1520.0,-0.004433842236184203
1521.0,-0.004428930277387491
1522.0,-0.004421292499991275
1523.0,-0.004408757129432107
1524.0,-0.00439152312753177
1526.0,-0.004359907228185553
1527.0,-0.004341913919371859
1528.0,-0.004321201722365827
1529.0,-0.004298833273891729
1530.0,-0.004274269305480831
1531.0,-0.0042436854042165505
1532.0,-0.004207396254990274
1533.0,-0.004166393045418531
1535.0,-0.004060597853409331
1536.0,-0.003993719331703194
1537.0,-0.003916541988087938
1538.0,-0.003831307567677019
1539.0,-0.0037410513406102497
1540.0,-0.0036428525582931307
1541.0,-0.003540829894735771
1542.0,-0.003433213140805913
1544.0,-0.003216404955456259
1545.0,-0.003106661927068528
1546.0,-0.0029990986655004537
1547.0,-0.0028903908421533423
1548.0,-0.0027838942161871726
1549.0,-0.0026787716613146965
1550.0,-0.002576423314023037
1551.0,-0.0024767211041740846
1553.0,-0.0022891497071139983
1554.0,-0.0021996206438030415
1555.0,-0.0021126860209591414
1556.0,-0.00203460263105989
1557.0,-0.001967265092595837
1558.0,-0.0019070948947648104
1559.0,-0.0018566665215114589
1560.0,-0.001812755758983149
1562.0,-0.0017707691934870152
1563.0,-0.0017678516702320912
1564.0,-0.0017736932754824045
1565.0,-0.0017900524923825166
1566.0,-0.001818508446132024
1567.0,-0.0018563655943853652
1568.0,-0.0018986672387749641
1569.0,-0.0019442010181753156
1571.0,-0.0020570277687128056
1572.0,-0.002114752799587949
1573.0,-0.0021728555268272273
1574.0,-0.0022316784847610793
1575.0,-0.0022935786045137447
1576.0,-0.0023538224974718937
1577.0,-0.002411596906146506
1579.0,-0.0025219040446098394
1580.0,-0.0025755389060728
1581.0,-0.0026252050259674264
1582.0,-0.002672973163939791
1583.0,-0.00271262279271857
1584.0,-0.0027533910291978473
1585.0,-0.002790320104333897
1586.0,-0.0028229374183651496
1588.0,-0.002875239571917823
1589.0,-0.002895133860117333
1590.0,-0.0029123212353829187
1591.0,-0.0029273328260522404
1592.0,-0.002940864587137414
1593.0,-0.0029527998075237283
1594.0,-0.0029618395471613873
1595.0,-0.0029685258132206823
1597.0,-0.0029834907952826072
1598.0,-0.0029935597527566745
1599.0,-0.003001015463084058
1600.0,-0.003010718536969716
1601.0,-0.003019218000299123
1602.0,-0.00303332078164935
1603.0,-0.0030477984608334226
1604.0,-0.0030615804062656166
1606.0,-0.003095980080116704
1607.0,-0.00311710724362726
1608.0,-0.003136914861890851
1609.0,-0.003157774743261502
1610.0,-0.0031781856047146625
1611.0,-0.0032005731211867793
1612.0,-0.003219288644016915
1613.0,-0.0032360032935919232
1615.0,-0.003263672685906372
1616.0,-0.0032732101578925483
1617.0,-0.0032746492667455997
1618.0,-0.0032705671816064905
1619.0,-0.0032632558464909707
1620.0,-0.003253162116280235
1621.0,-0.003236420566135003
1622.0,-0.0032168062988559383
1624.0,-0.0031687819631790962
1625.0,-0.0031419394771718093
1626.0,-0.0031138795780708056
1627.0,-0.003085173958721957
1628.0,-0.0030551986813529683
1629.0,-0.0030286472761124968
1630.0,-0.0029968418524433105
1631.0,-0.002960503604711587
1633.0,-0.0028739006745164856
1634.0,-0.00282177329515551
1635.0,-0.002759196520869243
1636.0,-0.0026875448206721596
1637.0,-0.0026108207087607947
1638.0,-0.0025231006394178376
1639.0,-0.0024303739564530647
1640.0,-0.0023295627735023675
1642.0,-0.0021197064909579183
1643.0,-0.002011232087313436
1644.0,-0.0018999455899566826
1645.0,-0.001790395590004305
1646.0,-0.0016827017066158973
1647.0,-0.0015822724093695274
1648.0,-0.0014763899556255204
1649.0,-0.001374463110179823
1651.0,-0.0011788602636584374
1652.0,-0.0010858853937625828
1653.0,-9.931779929229553E-4
1654.0,-9.071206245933271E-4
1655.0,-8.244167056060633E-4
1656.0,-7.524623866277239E-4
1657.0,-6.911575933924862E-4
1658.0,-6.313986328815996E-4
1660.0,-5.545998130360732E-4
1661.0,-5.371811699965098E-4
1662.0,-5.334130204532011E-4
1663.0,-5.418741090789997E-4
1664.0,-5.623410929652944E-4
1665.0,-5.961023263231966E-4
1666.0,-6.399083816697603E-4
1667.0,-6.969115630069203E-4
1669.0,-8.251663993287589E-4
1670.0,-8.951634586570451E-4
1671.0,-9.709096486358155E-4
1672.0,-0.0010490121394500216
1673.0,-0.0011264418692581912
1674.0,-0.0012041173223722944
1675.0,-0.001281920439842777
1676.0,-0.0013553797927903402
1678.0,-0.0015007054616285403
1679.0,-0.0015698858291761605
1680.0,-0.0016355430699617926
1681.0,-0.0016974491600642515
1682.0,-0.00175483754274506
1683.0,-0.001806483059829451
1684.0,-0.0018533594227404127
1686.0,-0.001934004649038542
1687.0,-0.001971073929527587
1688.0,-0.001996992662091262
1689.0,-0.0020202182531898157
1690.0,-0.002039311066926227
1691.0,-0.002057497843272957
1692.0,-0.0020716946910651034
1693.0,-0.002082404243851749
1695.0,-0.0020966825949603465
1696.0,-0.002104258723905482
1697.0,-0.0021129213376414567
1698.0,-0.0021168838749980874
1699.0,-0.0021256890826842766
1700.0,-0.0021331782437372625
1701.0,-0.0021422505697634153
1702.0,-0.0021569233965726647
1704.0,-0.002180406480643202
1705.0,-0.002198979801770963
1706.0,-0.0022181158398941548
1707.0,-0.002239466899551403
1708.0,-0.0022613162699884875
1709.0,-0.0022815208925066935
1710.0,-0.0023065300696207183
1711.0,-0.00232934167445643
1713.0,-0.0023714234463987054
1714.0,-0.002389150523735963
1715.0,-0.0024026852046453865
1716.0,-0.002412458335036734
1717.0,-0.002416966879133355
1718.0,-0.0024187931190881333
1719.0,-0.0024131297077711993
1720.0,-0.0024027129987503155
1722.0,-0.0023637436627880464
1723.0,-0.002343248468860158
1724.0,-0.0023199977611173097
1725.0,-0.0022929414576104167
1726.0,-0.0022651206093888395
1727.0,-0.002239871373595094
1728.0,-0.002214916660628786
1729.0,-0.0021891522703680203
1731.0,-0.002130115518972581
1732.0,-0.0020959239627795683
1733.0,-0.002054504130508646
1734.0,-0.002007810777231285
1735.0,-0.0019508406288824738
1736.0,-0.0018866367160406915
1737.0,-0.001812992407726002
1738.0,-0.001729074912983089
1740.0,-0.0015412874834530542
1741.0,-0.0014405471258997506
1742.0,-0.0013434543310107605
1743.0,-0.0012354565796201993
1744.0,-0.0011277762598136194
1745.0,-0.001017660963209141
1746.0,-9.15287170108514E-4
1747.0,-8.156829786833087E-4
1749.0,-6.148353342500931E-4
1750.0,-5.14923618190239E-4
1751.0,-4.180731954272483E-4
1752.0,-3.276025655100639E-4
1753.0,-2.364218127686511E-4
1754.0,-1.5196311159104692E-4
1755.0,-6.53633511595122E-5
1756.0,9.134001452876933E-6
1758.0,1.335941056816543E-4
1759.0,1.7603934635296997E-4
1760.0,2.0245073280607566E-4
1761.0,2.2402524469065715E-4
1762.0,2.256879581535691E-4
1763.0,2.1475042800128599E-4
1764.0,1.8559773916375496E-4
1765.0,1.4298786345961828E-4
1767.0,2.417585195043986E-5
1768.0,-4.377087664937142E-5
1769.0,-1.2484417813351254E-4
1770.0,-2.047785210468416E-4
1771.0,-2.9250875623876944E-4
1772.0,-3.8096270340268103E-4
1773.0,-4.7047767034202057E-4
1774.0,-5.553603385201281E-4
1776.0,-7.289232146743744E-4
1777.0,-8.084145522185195E-4
1778.0,-8.900522359826528E-4
1779.0,-9.653016577379527E-4
1780.0,-0.0010385003533732984
1781.0,-0.0011079694761735714
1782.0,-0.0011714871944143728
1784.0,-0.0012802384523086315
1785.0,-0.0013297551481073833
1786.0,-0.001374865786153181
1787.0,-0.0014121523307223998
1788.0,-0.0014429317333101814
1789.0,-0.0014673901051425616
1790.0,-0.0014920848013930238
1791.0,-0.0015176574386197767
1793.0,-0.0015444822994992793
1794.0,-0.0015576315827964013
1795.0,-0.0015683111687968738
1796.0,-0.0015802744903976105
1797.0,-0.001590840422137771
1798.0,-0.0016029128690927654
1799.0,-0.001615001420011618
1800.0,-0.0016292814313549947
1802.0,-0.0016640690835577425
1803.0,-0.0016825717102817498
1804.0,-0.0017025264745538812
1805.0,-0.0017306589077709772
1806.0,-0.0017568303694037218
1807.0,-0.0017822409663683031
1808.0,-0.0018117114809657424
1809.0,-0.0018432061390658927
1811.0,-0.001906448683697151
1812.0,-0.0019333507062568721
1813.0,-0.0019570468980748107
1814.0,-0.001982115672732124
1815.0,-0.0020041040870919834
1816.0,-0.0020195317641527105
1817.0,-0.0020280876535414033
1818.0,-0.0020258797021149217
1820.0,-0.002005884889869879
1821.0,-0.0019909524446537832
1822.0,-0.001970323032315452
1823.0,-0.0019466906218644476
1824.0,-0.0019175088335376433
1825.0,-0.0018839931912773913
1826.0,-0.0018551587167545086
1827.0,-0.0018287654191811785
1829.0,-0.001776310668043531
1830.0,-0.0017414099773745892
1831.0,-0.001706706208068983
1832.0,-0.001672510544016394
1833.0,-0.001633522555475978
1834.0,-0.001582224058588727
1835.0,-0.0015227352162093884
1836.0,-0.0014531608975356883
1838.0,-0.0012908187548769353
1839.0,-0.001197844174561685
1840.0,-0.0010944994177331671
1841.0,-9.891632600430656E-4
1842.0,-8.828218722536801E-4
1843.0,-7.660686431602099E-4
1844.0,-6.572589049062094E-4
1845.0,-5.486953464133183E-4
1847.0,-3.296585921096192E-4
1848.0,-2.2439190987474976E-4
1849.0,-1.2001490410967807E-4
1850.0,-2.0529830540359176E-5
1851.0,8.28843661275034E-5
1852.0,1.8141404154529972E-4
1853.0,2.7546221554804315E-4
1854.0,3.6635557924655573E-4
1856.0,5.318458199122787E-4
1857.0,6.013638726258459E-4
1858.0,6.559622994736034E-4
1859.0,6.965682919851043E-4
1860.0,7.267444369775545E-4
1861.0,7.380395394280398E-4
1862.0,7.353116034459787E-4
1863.0,7.138381176613035E-4
1865.0,6.187765217144955E-4
1866.0,5.5561733837548E-4
1867.0,4.842409939201549E-4
1868.0,3.9647850923699114E-4
1869.0,3.0399245507180955E-4
1870.0,2.06837822089669E-4
1871.0,1.038694057233034E-4
1872.0,4.436965938612973E-6
1874.0,-1.87748642486784E-4
1875.0,-2.8933897493959573E-4
1876.0,-3.8624201223507425E-4
1877.0,-4.8036750506919197E-4
1878.0,-5.66699456303122E-4
1879.0,-6.491664199224163E-4
1880.0,-7.318471563128107E-4
1881.0,-8.165620991767825E-4
1883.0,-9.403742863927215E-4
1884.0,-0.0010014379164812828
1885.0,-0.0010516956827206865
1886.0,-0.001101361172270476
1887.0,-0.0011475525746869955
1888.0,-0.0011761600987273504
1889.0,-0.0012101605863143396
1891.0,-0.0012594919777146074
1892.0,-0.001276967103371482
1893.0,-0.0012953448183843355
1894.0,-0.0013097384598797323
1895.0,-0.0013186156797662264
1896.0,-0.0013340415590995225
1897.0,-0.0013447661377692668
1898.0,-0.0013548523509118414
1900.0,-0.001383798849021795
1901.0,-0.001396475623302668
1902.0,-0.0014194054246329515
1903.0,-0.00144280566108838
1904.0,-0.0014694146676078254
1905.0,-0.001498693709753324
1906.0,-0.0015201188172801652
1907.0,-0.0015438762215766243
1909.0,-0.0016123492308601128
1910.0,-0.001645701443443027
1911.0,-0.0016734946468454977
1912.0,-0.0016995801416874424
1913.0,-0.0017246018550401048
1914.0,-0.001747636895077998
1915.0,-0.0017645466445742684
1916.0,-0.001776194481378302
1918.0,-0.0017697974985624784
1919.0,-0.0017550443986501798
1920.0,-0.0017404832587722143
1921.0,-0.0017162780163032202
1922.0,-0.0016845456707473344
1923.0,-0.00164280597446469
1924.0,-0.0016025618668787985
1925.0,-0.0015637514325925516
1927.0,-0.0014890327056978246
1928.0,-0.0014511890732685933
1929.0,-0.0014125984295791237
1930.0,-0.001375517987240846
1931.0,-0.0013331032489979585
1932.0,-0.0012914388089389074
1933.0,-0.00124535329401124
1934.0,-0.0011895351891368484
1936.0,-0.0010548186773742365
1937.0,-9.588634810429558E-4
1938.0,-8.691004637717764E-4
1939.0,-7.725124761787908E-4
1940.0,-6.654913373134088E-4
1941.0,-5.574684796803421E-4
1942.0,-4.393132129051156E-4
1943.0,-3.157294379510754E-4
1945.0,-9.226591841797515E-5
1946.0,1.6920528913473044E-5
1947.0,1.2772655079277152E-4
1948.0,2.3918010522090173E-4
1949.0,3.5239691155614875E-4
1950.0,4.484758835322446E-4
1951.0,5.496534734583604E-4
1952.0,6.504683860924444E-4
1954.0,8.420208776162052E-4
1955.0,9.263046251345884E-4
1956.0,9.970265478087318E-4
1957.0,0.0010573209949940794
1958.0,0.0011155988128468187
1959.0,0.0011597744236082367
1960.0,0.0011808652639811955
1961.0,0.001182967006572728
1963.0,0.0011321165268987562
1964.0,0.0010798970228355783
1965.0,0.0010240639805757235
1966.0,9.517537619361132E-4
1967.0,8.584468689068554E-4
1968.0,7.510620810544147E-4
1969.0,6.480411662808977E-4
1970.0,5.415694678395973E-4
1972.0,3.301658575267526E-4
1973.0,2.1697133151315443E-4
1974.0,9.877628358748907E-5
1975.0,-5.934993339437589E-6
1976.0,-1.1191525024800003E-4
1977.0,-2.1022922327074535E-4
1978.0,-2.9481904226722833E-4
1979.0,-3.8733101917898596E-4
1981.0,-5.572228096040071E-4
1982.0,-6.382722735472444E-4
1983.0,-7.003567959736586E-4
1984.0,-7.550597947666151E-4
1985.0,-8.078349331663713E-4
1986.0,-8.641773021834174E-4
1987.0,-9.062651092123682E-4
1988.0,-9.526384757123679E-4
1990.0,-9.914587732455888E-4
1991.0,-0.0010105581905500895
1992.0,-0.0010380730904005508
1993.0,-0.0010540696226908983
1994.0,-0.0010725502599220325
1995.0,-0.001077023458501563
1996.0,-0.0010750789190755146
1998.0,-0.0011118058332322714
1999.0,-0.0011211971652831864
2000.0,-0.0011379329043261703
2001.0,-0.0011446920841940147
2002.0,-0.0011609615822610934
2003.0,-0.0011788122365318761
2004.0,-0.0012054420970064304
2005.0,-0.0012267072920115179
2007.0,-0.0012788339927914528
2008.0,-0.0013053851326595709
2009.0,-0.0013347335402613338
2010.0,-0.0013624674036434034
2011.0,-0.0013894647789034135
2012.0,-0.0014156923749793276
2013.0,-0.0014319086973423982
2014.0,-0.0014491074724538226
2016.0,-0.0014596183757929848
2017.0,-0.001453323429910766
2018.0,-0.0014419554786942337
2019.0,-0.0014158935372860868
2020.0,-0.0013831670102489799
2021.0,-0.0013431264768332197
2022.0,-0.0013000483799024878
2023.0,-0.0012539490468258699
2025.0,-0.0011455944314302437
2026.0,-0.0010920505628700893
2027.0,-0.0010468439327294566
2028.0,-0.001006850814790761
2029.0,-9.628929289428657E-4
2030.0,-9.161500354853665E-4
2031.0,-8.643868089616919E-4
2032.0,-8.208316580003133E-4
2034.0,-7.187383163052489E-4
2035.0,-6.415753318921662E-4
2036.0,-5.61692129404968E-4
2037.0,-4.739980324246721E-4
2038.0,-3.845331814905672E-4
2039.0,-2.801091718021742E-4
2040.0,-1.7470355014121038E-4
2041.0,-5.095374569384029E-5
2043.0,1.8504986204246005E-4
2044.0,2.9458934328532513E-4
2045.0,4.1214231417734896E-4
2046.0,5.188127863470782E-4
2047.0,6.381833778906E-4
2048.0,7.3923504232287E-4
2049.0,8.445123741626036E-4
2050.0,9.406835444125934E-4
2052.0,0.0011388978139230139
2053.0,0.0012363396726540058
2054.0,0.001318393081844268
2055.0,0.0013973794048251502
2056.0,0.0014593351383802291
2057.0,0.0015249333046815309
2058.0,0.0015749418101215075
2059.0,0.001609822702237685
2061.0,0.0016179059850017787
2062.0,0.0015910747641747283
2063.0,0.0015596144839299933
2064.0,0.0014967539794083066
2065.0,0.0014299195936214133
2066.0,0.0013425728865522914
2067.0,0.0012431109777853544
2068.0,0.0011329141537489828
2070.0,9.171880375048133E-4
2071.0,8.070736461122966E-4
2072.0,6.821921518499717E-4
2073.0,5.651659792569198E-4
2074.0,4.478103361536933E-4
2075.0,3.499360550954433E-4
2076.0,2.561650189082279E-4
2077.0,1.6417618013662982E-4
2079.0,-3.759854399502374E-5
2080.0,-1.1649341491598401E-4
2081.0,-1.9002507897928006E-4
2082.0,-2.5130917569292106E-4
2083.0,-3.135432432189102E-4
2084.0,-3.805339747380001E-4
2085.0,-4.3208490941653264E-4
2086.0,-4.7678708810847126E-4
2088.0,-5.37675689412368E-4
2089.0,-5.535671992679086E-4
2090.0,-5.866265149915293E-4
2091.0,-6.058419772081965E-4
2092.0,-6.12782472446516E-4
2093.0,-6.137925646783173E-4
2094.0,-6.18890443013121E-4
2095.0,-6.235345403630107E-4
2097.0,-6.391060824958686E-4
2098.0,-6.376092749182053E-4
2099.0,-6.38554477084679E-4
2100.0,-6.422311662836427E-4
2101.0,-6.47943894268652E-4
2102.0,-6.652431996923103E-4
2103.0,-6.792374076884629E-4
2105.0,-7.127913864620828E-4
2106.0,-7.185408373325381E-4
2107.0,-7.370810982664754E-4
2108.0,-7.687556452256774E-4
2109.0,-7.919147628586737E-4
2110.0,-8.111777975442691E-4
2111.0,-8.180680199045484E-4
2112.0,-8.305832479893228E-4
2114.0,-8.633487144357548E-4
2115.0,-8.639259819981527E-4
2116.0,-8.551000894097566E-4
2117.0,-8.342191999047739E-4
2118.0,-7.998400787300212E-4
2119.0,-7.727901945322594E-4
2120.0,-7.319314155915697E-4
2121.0,-6.912166224905822E-4
2123.0,-5.722954128424169E-4
2124.0,-5.032903517095517E-4
2125.0,-4.4279831458628703E-4
